,scientific_name,park_name,observations,category,common_names,conservation_status
1251,Deschampsia cespitosa ssp. cespitosa,Great Smoky Mountains National Park,104,Vascular Plant,Tufted Hairgrass,Not Listed
1252,Ulmus americana,Great Smoky Mountains National Park,54,Vascular Plant,American Elm,Not Listed
1253,Veronica cusickii,Yosemite National Park,128,Vascular Plant,Cusick's Speedwell,Not Listed
1254,Cordylanthus rigidus ssp. brevibracteatus,Great Smoky Mountains National Park,68,Vascular Plant,Stiffbranch Bird's Beak,Not Listed
1255,Hypentelium nigricans,Bryce National Park,110,Fish,Northern Hog Sucker,Not Listed
1256,Carex oligocarpa,Yosemite National Park,158,Vascular Plant,Sedge,Not Listed
1257,Trifolium hybridum,Yellowstone National Park,247,Vascular Plant,Alsike Clover,Not Listed
1258,Bassia hyssopifolia,Great Smoky Mountains National Park,76,Vascular Plant,"Fivehook Bassia, Fivehorn Smotherweed, Smotherweed",Not Listed
1259,Erigeron ochroleucus var. ochroleucus,Yosemite National Park,143,Vascular Plant,Buff Fleabane,Not Listed
1260,Epilobium angustifolium ssp. circumvagum,Bryce National Park,122,Vascular Plant,Fireweed,Not Listed
1261,Silene latifolia,Bryce National Park,115,Vascular Plant,"Bladder Campion, Bladder-Campion",Not Listed
1262,Philomachus pugnax,Great Smoky Mountains National Park,86,Bird,Ruff,Not Listed
1263,Aegolius funereus,Bryce National Park,73,Bird,Boreal Owl,Not Listed
1264,Daucus carota,Great Smoky Mountains National Park,76,Vascular Plant,"Queen Anne's Lace, Wild Carrot",Not Listed
1265,Daucus carota,Great Smoky Mountains National Park,76,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot",Not Listed
1266,Asio otus,Bryce National Park,94,Bird,Long-Eared Owl,Species Of Concern
1267,Senecio obovatus,Yosemite National Park,115,Vascular Plant,"Round-Leaf Groundsel, Spatulate-Leaved Ragwort",Not Listed
1268,Penstemon heterodoxus var. heterodoxus,Bryce National Park,96,Vascular Plant,Sierra Beardtongue,Not Listed
1269,Poa reflexa,Bryce National Park,77,Vascular Plant,Nodding Bluegrass,Not Listed
1270,Isoetes macrospora,Yellowstone National Park,237,Vascular Plant,Lake Quillwort,Not Listed
1271,Cryptotis parva,Great Smoky Mountains National Park,68,Mammal,Least Shrew,Not Listed
1272,Draba crassa,Bryce National Park,74,Vascular Plant,Thickleaf Draba,Not Listed
1273,Carex brunnescens ssp. brunnescens,Great Smoky Mountains National Park,56,Vascular Plant,Brownish Sedge,Not Listed
1274,Lolium multiflorum,Bryce National Park,126,Vascular Plant,"Annual Ryegrass, Italian Ryegrass",Not Listed
1275,Populus nigra,Great Smoky Mountains National Park,52,Vascular Plant,Lombardy Poplar,Not Listed
1276,Elymus trachycaulus ssp. trachycaulus,Great Smoky Mountains National Park,57,Vascular Plant,Slender Wheatgrass,Not Listed
1277,Carphophis amoenus helenae,Yellowstone National Park,214,Reptile,Midwest Worm Snake,Not Listed
1278,Salix bebbiana,Yosemite National Park,159,Vascular Plant,"Bebb's Willow, Gray Willow",Not Listed
1279,Oxalis violacea,Great Smoky Mountains National Park,92,Vascular Plant,Violet Wood-Sorrel,Not Listed
1280,Oxalis violacea,Great Smoky Mountains National Park,92,Vascular Plant,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel",Not Listed
1281,Malacothrix floccifera,Bryce National Park,107,Vascular Plant,"Woolly Desertdandelion, Wooly Desert Dandelion",Not Listed
1282,Dichanthelium acuminatum,Yellowstone National Park,235,Vascular Plant,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",Not Listed
1283,Castilleja applegatei,Bryce National Park,114,Vascular Plant,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",Not Listed
1284,Potentilla nivea,Bryce National Park,77,Vascular Plant,"Snow Cinquefoil, Snowy Cinquefoil",Not Listed
1285,Pituophis melanoleucus melanoleucus,Yellowstone National Park,191,Reptile,Northern Pine Snake,Species Of Concern
1286,Coreopsis pubescens,Bryce National Park,42,Vascular Plant,"Hairy Tickseed, Star Tickseed",Not Listed
1287,Brickellia eupatorioides var. eupatorioides,Great Smoky Mountains National Park,88,Vascular Plant,False Boneset,Not Listed
1288,Cirsium vulgare,Yellowstone National Park,249,Vascular Plant,Bull Thistle,Not Listed
1289,Cirsium vulgare,Yellowstone National Park,249,Vascular Plant,"Bull Thistle, Common Thistle, Spear Thistle",Not Listed
1290,Sisyrinchium atlanticum,Great Smoky Mountains National Park,88,Vascular Plant,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",Not Listed
1291,Cornus sericea,Great Smoky Mountains National Park,69,Vascular Plant,"Redosier, Redosier Dogwood",Not Listed
1292,Cytisus scoparius,Yosemite National Park,116,Vascular Plant,"Scotch Broom, Scotch-Broom",Not Listed
1293,Icterus parisorum,Great Smoky Mountains National Park,76,Bird,Scott's Oriole,Not Listed
1294,Lysimachia tonsa,Yosemite National Park,110,Vascular Plant,"Smooth Loosestrife, Southern Loosestrife",Not Listed
1295,Tephrosia spicata,Yosemite National Park,176,Vascular Plant,"Spike Goat's Rue, Spiked Hoary-Pea",Not Listed
1296,Monarda clinopodia,Yosemite National Park,123,Vascular Plant,"Basal Bee-Balm, Horse-Mint",Not Listed
1297,Carex vernacula,Bryce National Park,112,Vascular Plant,"Native Sedge, Spring Sedge",Not Listed
1298,Amblystegium serpens,Yosemite National Park,123,Nonvascular Plant,Amblystegium Moss,Not Listed
1299,Castilleja miniata,Yellowstone National Park,317,Vascular Plant,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",Not Listed
1300,Doellingeria umbellata var. umbellata,Great Smoky Mountains National Park,72,Vascular Plant,Parasol Whitetop,Not Listed
1301,Pica nuttalli,Yosemite National Park,117,Bird,Yellow-Billed Magpie,Species Of Concern
1302,Arnica latifolia,Yosemite National Park,171,Vascular Plant,Broadleaf Arnica,Not Listed
1303,Scutellaria siphocampyloides,Yellowstone National Park,252,Vascular Plant,Grayleaf Skullcap,Not Listed
1304,Aquila chrysaetos,Yellowstone National Park,183,Bird,Golden Eagle,Species Of Concern
1305,Rhamnus alnifolia,Yosemite National Park,134,Vascular Plant,"Alderleaf Buckthorn, Alder-Leaf Buckthorn",Not Listed
1306,Felis silvestris,Bryce National Park,103,Mammal,"Wild Cat, Wildcat",Not Listed
1307,Carex projecta,Yellowstone National Park,250,Vascular Plant,"Necklace Sedge, Sedge",Not Listed
1308,Cistothorus palustris,Yellowstone National Park,240,Bird,Marsh Wren,Not Listed
1309,Blindia acuta,Yosemite National Park,149,Nonvascular Plant,Acute Blindia Moss,Not Listed
1310,Agalinis setacea,Great Smoky Mountains National Park,82,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Not Listed
1311,Veronica scutellata,Great Smoky Mountains National Park,86,Vascular Plant,"Grassleaf Speedwell, Grass-Leaf Speedwell, Marsh Speedwell, Skullcap Speedwell",Not Listed
1312,Hypnum lindbergii,Yellowstone National Park,237,Nonvascular Plant,Lindberg's Hypnum Moss,Not Listed
1313,Solidago patula,Bryce National Park,136,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Listed
1314,Aegilops cylindrica,Great Smoky Mountains National Park,66,Vascular Plant,Jointed Goatgrass,Not Listed
1315,Campanula rotundifolia,Bryce National Park,122,Vascular Plant,"Bluebell, Bluebell Bellflower, Bluebell-Of-Scotland, Roundleaf Harebell",Not Listed
1316,Minuartia nuttallii,Great Smoky Mountains National Park,93,Vascular Plant,Nuttall's Sandwort,Not Listed
1317,Solidago arguta var. arguta,Yellowstone National Park,240,Vascular Plant,Atlantic Goldenrod,Not Listed
1318,Amelanchier laevis,Yosemite National Park,200,Vascular Plant,"Allegheny Serviceberry, Allegheny Service-Berry",Not Listed
1319,Melospiza georgiana,Great Smoky Mountains National Park,40,Bird,Swamp Sparrow,Not Listed
1320,Synandra hispidula,Yosemite National Park,168,Vascular Plant,"Gyandotte Beauty, Synandra",Not Listed
1321,Vicia villosa ssp. villosa,Yosemite National Park,141,Vascular Plant,Hairy Vetch,Not Listed
1322,Felis concolor,Great Smoky Mountains National Park,72,Mammal,Mountain Lion,Not Listed
1323,Allium cernuum,Yellowstone National Park,236,Vascular Plant,Nodding Onion,Not Listed
1324,Hulsea algida,Yosemite National Park,172,Vascular Plant,"Alpine Hulsea, Pacific Hulsea",Not Listed
1325,Erigeron ursinus,Yosemite National Park,171,Vascular Plant,"Bear Daisy, Bear River Fleabane",Not Listed
1326,Malacothrix floccifera,Yellowstone National Park,259,Vascular Plant,"Woolly Desertdandelion, Wooly Desert Dandelion",Not Listed
1327,Consolida ajacis,Great Smoky Mountains National Park,66,Vascular Plant,Garden Larkspur,Not Listed
1328,Hieracium aurantiacum,Yellowstone National Park,265,Vascular Plant,Orange Hawkweed,Not Listed
1329,Cucurbita pepo,Great Smoky Mountains National Park,54,Vascular Plant,Field Pumpkin,Not Listed
1330,Euphorbia mercurialina,Bryce National Park,84,Vascular Plant,Mercury Spurge,Not Listed
1331,Tragopogon dubius,Great Smoky Mountains National Park,77,Vascular Plant,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",Not Listed
1332,Agrostis idahoensis,Yosemite National Park,144,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",Not Listed
1333,Carex corrugata,Bryce National Park,101,Vascular Plant,Prune-Fruit Sedge,Not Listed
1334,Cyperus retrorsus,Bryce National Park,143,Vascular Plant,"Retrorse Flatsedge, Umbrella-Sedge",Not Listed
1335,Sanicula canadensis,Yellowstone National Park,232,Vascular Plant,"Canada Black Snakeroot, Short-Styled Sanicle",Not Listed
1336,Stellaria pubera,Bryce National Park,115,Vascular Plant,"Giant Chickweed, Star Chickweed",Not Listed
1337,Matricaria discoidea,Yellowstone National Park,232,Vascular Plant,"Disc Mayweed, Pineapple-Weed Chamomile",Not Listed
1338,Thalictrum fendleri,Yellowstone National Park,276,Vascular Plant,"Fendler's Meadowrue, Fendler's Meadow-Rue",Not Listed
1339,Gentiana linearis,Yellowstone National Park,246,Vascular Plant,"Linear-Leaved Gentian, Narrow-Leaved Gentian",Not Listed
1340,Botrychium virginianum,Great Smoky Mountains National Park,55,Vascular Plant,Rattlesnake Fern,Not Listed
1341,Botrychium virginianum,Great Smoky Mountains National Park,55,Vascular Plant,"Common Grapefern, Rattlesnake Fern",Not Listed
1342,Nucifraga columbiana,Great Smoky Mountains National Park,89,Bird,Clark's Nutcracker,Not Listed
1343,Bartramia longicauda,Yosemite National Park,131,Bird,Upland Sandpiper,Species Of Concern
1344,Nassella viridula,Yellowstone National Park,270,Vascular Plant,Green Needlegrass,Not Listed
1345,Dianthus barbatus,Bryce National Park,110,Vascular Plant,"Sweet William, Sweet-William",Not Listed
1346,Dianthus barbatus,Bryce National Park,110,Vascular Plant,Sweetwilliam,Not Listed
1347,Achnatherum occidentale,Bryce National Park,106,Vascular Plant,Western Needlegrass,Not Listed
1348,Eupatorium maculatum,Bryce National Park,89,Vascular Plant,"Joe-Pye-Weed, Spotted Joe-Pye Weed",Not Listed
1349,Smilax glauca,Bryce National Park,82,Vascular Plant,"Glaucous Catbrier, Glaucous-Leaved Greenbrier",Not Listed
1350,Rubus flagellaris,Yosemite National Park,188,Vascular Plant,Northern Dewberry,Not Listed
1351,Lithospermum incisum,Bryce National Park,102,Vascular Plant,"Fringed Gromwell, Fringed Puccoon, Narrowleaf Gromwell, Narrowleaf Pucoon, Narrowleaf Stoneseed, Trumpet Stoneseed",Not Listed
1352,Calandrinia ciliata,Great Smoky Mountains National Park,106,Vascular Plant,"Desert Rockpurslane, Fringed Redmaids, Redmaids",Not Listed
1353,Carex amphibola var. rigida,Great Smoky Mountains National Park,66,Vascular Plant,"A Sedge, Rigid Sedge",Not Listed
1354,Gentiana villosa,Yosemite National Park,158,Vascular Plant,"Hairy Gentian, Striped Gentian",Not Listed
1355,Oreothlypis ruficapilla,Bryce National Park,111,Bird,Nashville Warbler,Not Listed
1356,Melanerpes lewis,Yellowstone National Park,255,Bird,"Lewis' Woodpecker, Lewis's Woodpecker",Not Listed
1357,Melanerpes lewis,Yellowstone National Park,255,Bird,Lewis's Woodpecker,Not Listed
1358,Osmorhiza claytonii,Great Smoky Mountains National Park,79,Vascular Plant,"Hairy Sweet-Cicely, Sweet Cicely",Not Listed
1359,Utricularia minor,Yellowstone National Park,242,Vascular Plant,Lesser Bladderwort,Not Listed
1360,Peromyscus leucopus,Yellowstone National Park,251,Mammal,White-Footed Mouse,Not Listed
1361,Penstemon roezlii,Yellowstone National Park,251,Vascular Plant,Roezl's Penstemon,Not Listed
1362,Galium concinnum,Yellowstone National Park,256,Vascular Plant,Shining Bedstraw,Not Listed
1363,Triodanis perfoliata var. perfoliata,Yosemite National Park,180,Vascular Plant,Venus? Looking-Glass,Not Listed
1364,Potamogeton strictifolius,Yosemite National Park,179,Vascular Plant,"Narrowleaf Pondweed, Straight-Leaf Pondweed",Not Listed
1365,Crepis atribarba,Yellowstone National Park,265,Vascular Plant,"Hawksbeard, Slender Hawksbeard",Not Listed
1366,Stephanomeria lactucina,Yellowstone National Park,281,Vascular Plant,"Creeping Wirelettuce, Lettuce Wirelettuce",Not Listed
1367,Cordylanthus tenuis ssp. tenuis,Great Smoky Mountains National Park,78,Vascular Plant,"Slender Bird's Beak, Slender Bird'sbeak",Not Listed
1368,Salix discolor,Yellowstone National Park,251,Vascular Plant,Pussy Willow,Not Listed
1369,Bazzania tricrenata,Yellowstone National Park,265,Nonvascular Plant,Bazzania,Not Listed
1370,Sisymbrium officinale,Yosemite National Park,146,Vascular Plant,"Hairy-Pod Hedgemustard, Hedge-Mustard",Not Listed
1371,Sisymbrium officinale,Yosemite National Park,146,Vascular Plant,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Not Listed
1372,Saccharum giganteum,Yosemite National Park,156,Vascular Plant,"Sugar Cane Plumegrass, Tall Beardgrass",Not Listed
1373,Phasianus colchicus,Bryce National Park,148,Bird,"Common Pheasant, Ring-Necked Pheasant",Not Listed
1374,Physalis longifolia var. subglabrata,Bryce National Park,135,Vascular Plant,Smooth Ground-Cherry,Not Listed
1375,Salix planifolia ssp. planifolia,Yellowstone National Park,242,Vascular Plant,"Diamondleaf Willow, Tealeaf Willow",Not Listed
1376,Andropogon ternarius,Yosemite National Park,136,Vascular Plant,Silver Bluestem,Not Listed
1377,Sagittaria latifolia,Yosemite National Park,136,Vascular Plant,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",Not Listed
1378,Gastrophryne carolinensis,Bryce National Park,88,Amphibian,Eastern Narrow-Mouthed Toad,Not Listed
1379,Vulpia microstachys var. confusa,Yellowstone National Park,238,Vascular Plant,Confusing Fescue,Not Listed
1380,Ipomopsis aggregata var. aggregata,Bryce National Park,98,Vascular Plant,Scarlet Gilia,Not Listed
1381,Didelphis virginiana,Bryce National Park,105,Mammal,"Virginia Opossum, Virginia Oppossum",Not Listed
1382,Didelphis virginiana,Bryce National Park,105,Mammal,Virginia Opossum,Not Listed
1383,Gaillardia aristata,Yosemite National Park,167,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",Not Listed
1384,Geum virginianum,Bryce National Park,85,Vascular Plant,"Pale Avens, Small-Flowered Avens",Not Listed
1385,Lupinus bicolor,Yellowstone National Park,274,Vascular Plant,"Bicolor Lupine, Miniature Lupine",Not Listed
1386,Oreamnos americanus,Yosemite National Park,137,Mammal,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Not Listed
1387,Sparganium angustifolium,Yellowstone National Park,264,Vascular Plant,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",Not Listed
1388,Rosa palustris,Great Smoky Mountains National Park,105,Vascular Plant,Swamp Rose,Not Listed
1389,Thalictrum occidentale,Yosemite National Park,123,Vascular Plant,"Western Meadowrue, Western Meadow-Rue",Not Listed
1390,Eupatorium hyssopifolium,Great Smoky Mountains National Park,91,Vascular Plant,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",Not Listed
1391,Sidalcea reptans,Yellowstone National Park,251,Vascular Plant,Sierra Checkerbloom,Not Listed
1392,Calamintha nepeta,Yosemite National Park,130,Vascular Plant,Lesser Calamint,Not Listed
1393,Raillardella argentea,Bryce National Park,84,Vascular Plant,"Silky Raillardella, Silvermat",Not Listed
1394,Adlumia fungosa,Great Smoky Mountains National Park,53,Vascular Plant,Climbing Fumitory,Not Listed
1395,Riparia riparia,Bryce National Park,91,Bird,Bank Swallow,Species Of Concern
1396,Riparia riparia,Bryce National Park,91,Bird,"Bank Swallow, Sand Martin",Species Of Concern
1397,Ensatina eschscholtzii platensis,Bryce National Park,89,Amphibian,Sierra Nevada Ensatina,Not Listed
1398,Salix boothii,Yosemite National Park,107,Vascular Plant,"Blueberry Willow, Booth's Willow",Not Listed
1399,Sagittaria latifolia,Bryce National Park,129,Vascular Plant,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",Not Listed
1400,Erigeron pulchellus,Yosemite National Park,127,Vascular Plant,"Robin Plantain Fleabane, Robin's-Plantain",Not Listed
1401,Pachysandra procumbens,Bryce National Park,98,Vascular Plant,American Pachysandra,Not Listed
1402,Etheostoma percnurum,Yellowstone National Park,70,Fish,Duskytail Darter,Endangered
1403,Mimulus alatus,Yosemite National Park,183,Vascular Plant,"Sharp-Wing Monkeyflower, Winged Monkey Flower",Not Listed
1404,Rana catesbeiana,Great Smoky Mountains National Park,81,Amphibian,American Bullfrog,Not Listed
1405,Rana catesbeiana,Great Smoky Mountains National Park,81,Amphibian,"American Bullfrog, Bullfrog",Not Listed
1406,Carex parryana var. parryana,Yellowstone National Park,250,Vascular Plant,Parry's Sedge,Not Listed
1407,Eragrostis capillaris,Great Smoky Mountains National Park,79,Vascular Plant,Fine Lovegrass,Not Listed
1408,Taricha sierrae,Yellowstone National Park,229,Amphibian,Sierra Newt,Not Listed
1409,Dicranella rufescens,Great Smoky Mountains National Park,78,Nonvascular Plant,Dicranella Moss,Not Listed
